linea,ramal,estacion,latitud,longitud
"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692230,-58.685756
"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
"Belgrano Sur","M.C.G. Belgrano","Dr Sáenz",-34.648338,-58.419355
"Belgrano Sur","M.C.G. Belgrano","Aldo Bonzi",-34.710706,-58.514348
"Belgrano Sur","Gonzalez Catán","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","Gonzalez Catán","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","Gonzalez Catán","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","Gonzalez Catán",Tapiales,-34.702529,-58.511537
"Belgrano Sur","Gonzalez Catán",Querandí,-34.722368,-58.530727
"Belgrano Sur","Gonzalez Catán","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","Gonzalez Catán","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","Gonzalez Catán","María Eva Duarte",-34.755959,-58.600184
"Belgrano Sur","Gonzalez Catán",Laferrere,-34.750752,-58.584433
"Belgrano Sur","Gonzalez Catán","Ingeniero Castello",-34.710541,-58.506352
"Belgrano Sur","Gonzalez Catán",Independencia,-34.760798,-58.617341
"Belgrano Sur","Gonzalez Catán","González Catán",-34.770270,-58.644908
"Belgrano Sur","Gonzalez Catán","Dr Sáenz",-34.648338,-58.419355
"Belgrano Sur","Apeadero Km 12","Villa Fiorito",-34.705378,-58.440921
"Belgrano Sur","Apeadero Km 12","Villa Diamante",-34.681744,-58.428329
"Belgrano Sur","Apeadero Km 12","Villa Caraza",-34.698003,-58.429064
"Belgrano Sur","Apeadero Km 12","Sanchez de Mendeville",-34.712277,-58.525389
"Belgrano Sur","Apeadero Km 12","Rafael Castillo",-34.699447,-58.628133
"Belgrano Sur","Apeadero Km 12","Puente Alsina",-34.661461,-58.414587
"Belgrano Sur","Apeadero Km 12","Merlo Gomez",-34.696802,-58.649287
"Belgrano Sur","Apeadero Km 12","Marinos C. G Belgrano",-34.709270,-58.732051
"Belgrano Sur","Apeadero Km 12",Libertad,-34.692025,-58.687264
"Belgrano Sur","Apeadero Km 12","La Salada",-34.718807,-58.472713
"Belgrano Sur","Apeadero Km 12","Justo Villegas",-34.708749,-58.553668
"Belgrano Sur","Apeadero Km 12","José Ingenieros",-34.710547,-58.538982
"Belgrano Sur","Apeadero Km 12","Isidro Casanova",-34.704326,-58.589069
"Belgrano Sur","Apeadero Km 12","Ing. Budge",-34.718663,-58.462151
"Belgrano Sur","Apeadero Km 12","Apeadero Km 12",-34.710058,-58.505926
"Belgrano Sur","Apeadero Km 12","Aldo Bonzi",-34.711115,-58.516020
Urquiza,Lemos,Tropezón,-34.591953,-58.559179
Urquiza,Lemos,"Teniente Agneta",-34.5488,-58.678850
Urquiza,Lemos,"Sargento Cabral",-34.537187,-58.694932
Urquiza,Lemos,"Sargento Barrufaldi",-34.562450,-58.660275
Urquiza,Lemos,"Rubén Darío",-34.587484,-58.631454
Urquiza,Lemos,"Pedro Arata",-34.592420,-58.474807
Urquiza,Lemos,"Pablo Podestá",-34.588320,-58.608154
Urquiza,Lemos,"Martín Coronado",-34.588979,-58.590732
Urquiza,Lemos,Lourdes,-34.593833,-58.546748
Urquiza,Lemos,"Juan B. de La Salle",-34.573531,-58.645364
Urquiza,Lemos,"José María Bosch",-34.590027,-58.571826
Urquiza,Lemos,"José Artigas",-34.590031,-58.466273
Urquiza,Lemos,"Jorge Newbery",-34.587821,-58.621874
Urquiza,Lemos,"General Lemos",-34.532911,-58.700836
Urquiza,Lemos,"Fernández Moreno",-34.595587,-58.535161
Urquiza,Lemos,"Federico Lacroze",-34.586715,-58.455586
Urquiza,Lemos,"El Libertador",-34.594331,-58.502336
Urquiza,Lemos,"Ejército de los Andes",-34.579816,-58.640471
Urquiza,Lemos,"Dr. Francisco Beiró",-34.593146,-58.494176
Urquiza,Lemos,"Coronel F. Lynch",-34.597257,-58.524007
Urquiza,Lemos,"Capitán Lozano",-34.555573,-58.669500
Urquiza,Lemos,"Campo de Mayo",-34.543701,-58.685902
Urquiza,Lemos,"Antonio Devoto",-34.595597,-58.510477
"Trenes del Interior",Resistencia,Tapenaga,-27.565176,-59.661873
"Trenes del Interior",Resistencia,Resistencia,,
"Trenes del Interior",Resistencia,"Los Amores",-28.101568,-59.980448
"Trenes del Interior",Resistencia,"La Vicuña",-27.977519,-59.978320
"Trenes del Interior",Resistencia,"La Sabana",-27.870767,-59.938856
"Trenes del Interior",Resistencia,"Gral. Obligado",-27.410850,-59.418957
"Trenes del Interior",Resistencia,"Gral. Dónovan",-27.385383,-59.109631
"Trenes del Interior",Resistencia,"Fortín Cardozo",-27.408981,-59.233644
"Trenes del Interior",Resistencia,"Desvío Km 535",-27.396555,-59.177717
"Trenes del Interior",Resistencia,"Desvío Km 523",-27.413635,-59.288140
"Trenes del Interior",Resistencia,"Desvío Km 519",-27.412629,-59.336663
"Trenes del Interior",Resistencia,"Desvío Km 474",-27.585248,-59.708440
"Trenes del Interior",Resistencia,"Desvío Km 433",-27.774982,-59.906012
"Trenes del Interior",Resistencia,"Cote Lai",-27.527297,-59.574233
"Trenes del Interior",Resistencia,Charadai,-27.650711,-59.860609
"Trenes del Interior",Resistencia,Cacuí,-27.415290,-59.045165
"Trenes del Interior",Resistencia,"Ap. Km 501",-27.458379,-59.491258
"Trenes del Interior",Resistencia,"Ap. Alberdi",-27.454849,-58.991095
"Trenes del Interior",Regionales,Salta,-24.777112,-65.411309
"Trenes del Interior",Regionales,Mojotoro,-24.709389,-65.286566
"Trenes del Interior",Regionales,"General Güemes",-24.672938,-65.044087
"Trenes del Interior",Regionales,"El Bordo",-24.664116,-65.101899
"Trenes del Interior",Regionales,Betania,-24.684619,-65.148257
"Trenes del Interior",Regionales,"Batalla de Salta",-24.741228,-65.396065
"Trenes del Interior","Puerto Vilelas","SILVANO DANTE",-27.469680,-58.974344
"Trenes del Interior","Puerto Vilelas",SAUCE,-27.488230,-58.953367
"Trenes del Interior","Puerto Vilelas",SARMIENTO,-27.421170,-59.035217
"Trenes del Interior","Puerto Vilelas","San Martín",-27.459504,-58.985833
"Trenes del Interior","Puerto Vilelas","S.D. CORDOBA",-27.431941,-59.017022
"Trenes del Interior","Puerto Vilelas","Resistencia ",-27.464326,-58.980367
"Trenes del Interior","Puerto Vilelas","PUERTO VILELAS",-27.512990,-58.941164
"Trenes del Interior","Puerto Vilelas","PUERTO TIROL",-27.373950,-59.089248
"Trenes del Interior","Puerto Vilelas",MOSCONI,-27.500041,-58.939989
"Trenes del Interior","Puerto Vilelas","LOS AROMOS",-27.383763,-59.091366
"Trenes del Interior","Puerto Vilelas",HERNANDARIAS,-27.448455,-58.998337
"Trenes del Interior","Puerto Vilelas",GUSBERTI,-27.479847,-58.962854
"Trenes del Interior","Puerto Vilelas","General Güemes",-27.424359,-59.029403
"Trenes del Interior","Puerto Vilelas","FRAY ROSSI",-27.443625,-59.003798
"Trenes del Interior","Puerto Vilelas","CQUE. PELAYO",-27.426973,-59.023635
"Trenes del Interior","Puerto Vilelas",COCOMAROLA,-27.477053,-58.966015
"Trenes del Interior","Puerto Vilelas","CALLE 11",-27.440325,-59.007532
"Trenes del Interior","Puerto Vilelas",Cacuí,-27.415421,-59.044869
"Trenes del Interior","Puerto Vilelas",BRASIL,-27.417402,-59.040321
"Trenes del Interior","Puerto Vilelas",BOUVIER,-27.475401,-58.967883
"Trenes del Interior","Puerto Vilelas",BELGRANO,-27.451756,-58.994600
"Trenes del Interior","Puerto Vilelas",ANUNCIACION,-27.419519,-59.037082
"Trenes del Interior","Puerto Vilelas",ALGARROBO,-27.491404,-58.949769
"Trenes del Interior","Puerto Vilelas",ALBERDI,-27.454933,-58.991001
"Trenes del Interior","Puerto Vilelas",ABORIGEN,-27.389487,-59.084905
"Trenes del Interior",Neuquén,"NQN Cargas",-38.955436,-68.164667
"Trenes del Interior",Neuquén,Neuquen,-38.955961,-68.056860
"Trenes del Interior",Neuquén,Cipolletti,-38.942032,-67.996028
"Trenes del Interior","Entre Ríos","Ramón Parera",-31.752568,-60.448821
"Trenes del Interior","Entre Ríos",Paraná,-31.742146,-60.532263
"Trenes del Interior","Entre Ríos","La Picada",-31.725594,-60.293136
"Trenes del Interior","Entre Ríos","Colonia Avellaneda",-31.756161,-60.409184
"Trenes del Interior","Entre Ríos","Ap. Div de los andes",-31.764211,-60.516040
"Trenes del Interior","Entre Ríos","Ap Salv. Caputto",-31.769652,-60.482942
"Trenes del Interior","Entre Ríos","Ap Miguel David",-31.768517,-60.512554
"Trenes del Interior","Entre Ríos","Ap Las Garzas",-31.773414,-60.504199
"Trenes del Interior","Entre Ríos","Ap Gdor. Parera",-31.772039,-60.495354
"Trenes del Interior","Entre Ríos","Ap Gdor. Maya",-31.751939,-60.454567
"Trenes del Interior","Entre Ríos","Ap F. Ramirez",-31.758356,-60.520636
"Trenes del Interior","Entre Ríos","Ap E. Berdúc",-31.727993,-60.303008
"Trenes del Interior",Córdoba,"Villa María",-32.412450,-63.244872
"Trenes del Interior",Córdoba,Toledo,-31.556189,-64.009488
"Trenes del Interior",Córdoba,"Tio Pujio",-32.287932,-63.354898
"Trenes del Interior",Córdoba,"Río Segundo",-31.653744,-63.910384
"Trenes del Interior",Córdoba,Pilar,-31.682598,-63.88529
"Trenes del Interior",Córdoba,Oncativo,-31.911760,-63.685212
"Trenes del Interior",Córdoba,Oliva,-32.041476,-63.571509
"Trenes del Interior",Córdoba,Manfredi,-31.842975,-63.745394
"Trenes del Interior",Córdoba,"Laguna Larga",-31.777300,-63.802725
"Trenes del Interior",Córdoba,"James Craik",-32.164472,-63.463593
"Trenes del Interior",Córdoba,Córdoba,-31.420406,-64.174938
"Trenes del Interior",Chorotis,Zuberbuhler,-27.715486,-61.36511
"Trenes del Interior",Chorotis,"Venados Grandes",-27.816172,-61.382146
"Trenes del Interior",Chorotis,"Roque Sáenz Peña",-26.794485,-60.441517
"Trenes del Interior",Chorotis,"Pozo del Indio",-27.01282,-61.018319
"Trenes del Interior",Chorotis,"Pampa del Cielo",-27.643335,-61.352920
"Trenes del Interior",Chorotis,Napenay,-26.731725,-60.618859
"Trenes del Interior",Chorotis,"Las Breñas",-27.089828,-61.084285
"Trenes del Interior",Chorotis,"La Mascota",-26.758323,-60.543446
"Trenes del Interior",Chorotis,Itin,-27.486747,-61.326677
"Trenes del Interior",Chorotis,"Hermoso Campo",-27.610276,-61.347379
"Trenes del Interior",Chorotis,"Gral. Pinedo",-27.317973,-61.280429
"Trenes del Interior",Chorotis,"Fortín Las Chuñas",-26.884157,-60.908642
"Trenes del Interior",Chorotis,Corzuela,-26.955942,-60.969664
"Trenes del Interior",Chorotis,Chorotis,-27.916118,-61.399062
"Trenes del Interior",Chorotis,Charata,-27.215565,-61.192214
"Trenes del Interior",Chorotis,"Campo Largo",-26.805005,-60.841501
"Trenes del Interior",Chorotis,"Avia Terai",-26.691096,-60.733890
"Trenes del Interior","Alta Córdoba","Santa María",-31.277796,-64.462617
"Trenes del Interior","Alta Córdoba","San Roque",-31.346083,-64.460729
"Trenes del Interior","Alta Córdoba","Rod. del Busto",-31.364044,-64.220419
"Trenes del Interior","Alta Córdoba",Narvaja,-31.336126,-64.289426
"Trenes del Interior","Alta Córdoba","La Tablada",-31.352715,-64.236777
"Trenes del Interior","Alta Córdoba","La Calera",-31.343407,-64.338516
"Trenes del Interior","Alta Córdoba","Hospital Neonatal",-31.369282,-64.211218
"Trenes del Interior","Alta Córdoba",Dumesnill,-31.326517,-64.332082
"Trenes del Interior","Alta Córdoba",Cosquín,-31.243395,-64.467821
"Trenes del Interior","Alta Córdoba",Cassaffousth,-31.373175,-64.441788
"Trenes del Interior","Alta Córdoba","Casa Bamba",-31.346608,-64.403869
"Trenes del Interior","Alta Córdoba","Bialet Massé",-31.307677,-64.463275
"Trenes del Interior","Alta Córdoba",Argüello,-31.339730,-64.256672
"Trenes del Interior","Alta Córdoba","Alta Córdoba",-31.398290,-64.179600
"Tren de la Costa","Tren de la Costa","San Isidro R",-34.465535,-58.507941
"Tren de la Costa","Tren de la Costa","San Fernando R",-34.437536,-58.553991
"Tren de la Costa","Tren de la Costa","Punta Chica",-34.450658,-58.523698
"Tren de la Costa","Tren de la Costa","Marina Nueva",-34.444552,-58.539051
"Tren de la Costa","Tren de la Costa",Maipú,-34.513663,-58.488105
"Tren de la Costa","Tren de la Costa",Libertador,-34.501485,-58.481851
"Tren de la Costa","Tren de la Costa","Las Barrancas",-34.472213,-58.493421
"Tren de la Costa","Tren de la Costa","Juan Anchorena",-34.488931,-58.481222
"Tren de la Costa","Tren de la Costa",Delta,-34.418657,-58.576697
"Tren de la Costa","Tren de la Costa","Canal San Fernando",-34.429911,-58.562921
"Tren de la Costa","Tren de la Costa",Borges,-34.508151,-58.484553
Sarmiento,Moreno,"Villa Luro",-34.636249,-58.502131
Sarmiento,Moreno,"S.A. de Padua",-34.665425,-58.697997
Sarmiento,Moreno,"Ramos Mejía",-34.640384,-58.563947
Sarmiento,Moreno,"Paso del Rey",-34.658266,-58.761941
Sarmiento,Moreno,Once,-34.608591,-58.407559
Sarmiento,Moreno,Morón,-34.648222,-58.619813
Sarmiento,Moreno,Moreno,-34.650443,-58.789597
Sarmiento,Moreno,Merlo,-34.664469,-58.727685
Sarmiento,Moreno,Liniers,-34.638872,-58.526340
Sarmiento,Moreno,Ituzaingó,-34.659650,-58.666387
Sarmiento,Moreno,Haedo,-34.644533,-58.591853
Sarmiento,Moreno,Floresta,-34.632375,-58.480891
Sarmiento,Moreno,Flores,-34.627850,-58.466176
Sarmiento,Moreno,Ciudadela,-34.639922,-58.541122
Sarmiento,Moreno,Castelar,-34.652027,-58.642118
Sarmiento,Moreno,Caballito,-34.619244,-58.443652
Sarmiento,Mercedes,"Univ. Lujan",-34.577424,-59.087407
Sarmiento,Mercedes,"P. Marin",-34.622734,-58.893542
Sarmiento,Mercedes,Olivera,-34.627927,-59.255398
Sarmiento,Mercedes,Moreno,-34.651061,-58.787730
Sarmiento,Mercedes,Mercedes,-34.657493,-59.433666
Sarmiento,Mercedes,Lujan,-34.577686,-59.105092
Sarmiento,Mercedes,"Lezica y Torrezuri",-34.584605,-59.056784
Sarmiento,Mercedes,"Las Malvinas",-34.616072,-58.922084
Sarmiento,Mercedes,"La Reja",-34.639717,-58.828458
Sarmiento,Mercedes,"La Fraternidad",-34.598400,-58.997844
Sarmiento,Mercedes,Jáuregui,-34.600627,-59.173487
Sarmiento,Mercedes,"Gral Rodriguez",-34.608871,-58.952925
Sarmiento,Mercedes,Gowland,-34.647819,-59.352839
Sarmiento,Mercedes,"F. Alvarez",-34.632204,-58.855318
Sarmiento,Lobos,Zapiola,-35.058302,-59.041885
Sarmiento,Lobos,Zamudio,-34.857899,-58.892194
Sarmiento,Lobos,Sperati,-35.002105,-58.999854
Sarmiento,Lobos,Merlo,-34.664797,-58.726143
Sarmiento,Lobos,"Mariano Acosta",-34.724325,-58.792954
Sarmiento,Lobos,"Marcos Paz",-34.783055,-58.836545
Sarmiento,Lobos,Lobos,-35.185336,-59.092792
Sarmiento,Lobos,"Las Heras",-34.927939,-58.944429
Sarmiento,Lobos,"Km 34",-34.680174,-58.760240
Sarmiento,Lobos,Hornos,-34.892302,-58.917861
Sarmiento,Lobos,Ferrari,-34.706078,-58.779432
Sarmiento,Lobos,"Empalme Lobos",-35.151487,-59.090740
"San Martín",Pilar,"William Morris",-34.578464,-58.656579
"San Martín",Pilar,"Villa del Parque",-34.601369,-58.493531
"San Martín",Pilar,"Villa Astolfi",-34.478617,-58.877037
"San Martín",Pilar,"Sol y Verde",-34.503989,-58.797603
"San Martín",Pilar,"Santos Lugares",-34.603674,-58.540752
"San Martín",Pilar,"San Miguel",-34.544655,-58.712376
"San Martín",Pilar,"Sáenz Peña",-34.603170,-58.527898
"San Martín",Pilar,Pilar,-34.468743,-58.907906
"San Martín",Pilar,Muñiz,-34.551366,-58.703314
"San Martín",Pilar,"José C Paz",-34.520600,-58.746797
"San Martín",Pilar,Hurlingham,-34.591055,-58.632419
"San Martín",Pilar,"El Palomar",-34.604924,-58.595873
"San Martín",Pilar,Devoto,-34.602642,-58.512213
"San Martín",Pilar,Derqui,-34.491083,-58.838039
"San Martín",Pilar,Caseros,-34.604586,-58.564491
"San Martín",Pilar,"Bella Vista",-34.563738,-58.684776
"San Martín",Cabred,Pilar,-34.468613,-58.908312
"San Martín",Cabred,Manzanares,-34.452245,-59.006754
"San Martín",Cabred,Cabred,-34.488015,-59.076027
Roca,Universitario,Policlínico,-34.925305,-57.921304
Roca,Universitario,Periodismo,-34.912205,-57.924264
Roca,Universitario,Medicina,-34.909051,-57.927844
Roca,Universitario,"La Plata",-34.903621,-57.950460
Roca,Universitario,Informática,-34.903364,-57.935732
Roca,Universitario,"Diagonal 73",-34.920327,-57.919043
Roca,Universitario,Arquitectura,-34.904940,-57.943142
Roca,Saladillo,"Vicente Casares",-34.962181,-58.647847
Roca,Saladillo,Uribelarrea,-35.115484,-58.898467
Roca,Saladillo,"Tristán Suárez",-34.889202,-58.567738
Roca,Saladillo,Temperley,-34.775924,-58.396357
Roca,Saladillo,"Santillán y Kosteki",-34.661389,-58.376832
Roca,Saladillo,"Salvador María",-35.302987,-59.167459
Roca,Saladillo,Saladillo,-35.635656,-59.784061
Roca,Saladillo,"Roque Perez",-35.403409,-59.334385
Roca,Saladillo,"Ricardo Levene",-35.021617,-58.723773
Roca,Saladillo,"Remedios de Escalada",-34.727092,-58.393661
Roca,Saladillo,Lobos,-35.184660,-59.092795
Roca,Saladillo,Llavallol,-34.797055,-58.428937
Roca,Saladillo,Ezeiza,-34.853960,-58.522655
Roca,Saladillo,"Del carril",-35.510026,-59.511211
Roca,Saladillo,Constitución,-34.630170,-58.380583
Roca,Saladillo,Cazon,-35.577013,-59.661584
Roca,Saladillo,Cañuelas,-35.059225,-58.754177
Roca,Monte,"Vicente Casares",-34.962181,-58.647847
Roca,Monte,"Tristán Suárez",-34.889202,-58.567738
Roca,Monte,Temperley,-34.775924,-58.396357
Roca,Monte,"Santillán y Kosteki",-34.661389,-58.376832
Roca,Monte,"Ricardo Levene",-35.021617,-58.723773
Roca,Monte,"Remedios de Escalada",-34.727092,-58.393661
Roca,Monte,Monte,-35.436653,-58.817665
Roca,Monte,Llavallol,-34.797055,-58.428937
Roca,Monte,"La Noria",-35.165138,-58.788185
Roca,Monte,Ezeiza,-34.853960,-58.522655
Roca,Monte,Constitución,-34.630170,-58.380583
Roca,Monte,"Carlos Spegazzini",-34.909906,-58.594264
Roca,Monte,Cañuelas,-35.059192,-58.754217
Roca,Monte,Abbot,-35.281420,-58.802939
Roca,Lobos,"Vicente Casares",-34.962181,-58.647847
Roca,Lobos,Uribelarrea,-35.115484,-58.898467
Roca,Lobos,"Tristán Suárez",-34.889202,-58.567738
Roca,Lobos,Temperley,-34.775924,-58.396357
Roca,Lobos,"Santillán y Kosteki",-34.661389,-58.376832
Roca,Lobos,"Ricardo Levene",-35.021617,-58.723773
Roca,Lobos,"Remedios de Escalada",-34.727092,-58.393661
Roca,Lobos,Lobos,-35.184660,-59.092795
Roca,Lobos,Llavallol,-34.797055,-58.428937
Roca,Lobos,Ezeiza,-34.853960,-58.522655
Roca,Lobos,Constitución,-34.630170,-58.380583
Roca,Lobos,Cañuelas,-35.059225,-58.754177
Roca,"La Plata",Wilde,-34.697589,-58.311193
Roca,"La Plata","Villa Elisa",-34.849586,-58.075185
Roca,"La Plata","Villa Domínico",-34.691535,-58.325349
Roca,"La Plata",Tolosa,-34.890954,-57.968098
Roca,"La Plata",Sarandí,-34.678747,-58.344962
Roca,"La Plata","Santillán y Kosteki",-34.661389,-58.376832
Roca,"La Plata",Ringuelet,-34.881387,-57.996062
Roca,"La Plata",Quilmes,-34.724646,-58.260659
Roca,"La Plata",Plátanos,-34.782335,-58.170759
Roca,"La Plata",Pereyra,-34.836630,-58.094540
Roca,"La Plata","La Plata",-34.903894,-57.950174
Roca,"La Plata",Hudson,-34.791119,-58.155269
Roca,"La Plata",Gonnet,-34.879841,-58.010785
Roca,"La Plata",Ezpeleta,-34.751850,-58.234186
Roca,"La Plata","Don Bosco",-34.703324,-58.296171
Roca,"La Plata",Constitución,-34.630170,-58.380583
Roca,"La Plata","City Bell",-34.865723,-58.042049
Roca,"La Plata",Bernal,-34.709261,-58.280569
Roca,"La Plata",Berazategui,-34.764097,-58.208443
Roca,Haedo,Temperley,-34.775744,-58.396376
Roca,Haedo,Tablada,-34.693070,-58.528020
Roca,Haedo,"Santa Catalina",-34.780420,-58.437337
Roca,Haedo,"San Justo",-34.674193,-58.555356
Roca,Haedo,"P. Turner",-34.733231,-58.474875
Roca,Haedo,"Km 34",-34.743459,-58.465016
Roca,Haedo,"Juan XXIII",-34.771363,-58.444109
Roca,Haedo,"Ingeniero S. Brian",-34.658045,-58.573037
Roca,Haedo,"Hospital Español",-34.786279,-58.407287
Roca,Haedo,Haedo,-34.644965,-58.592215
Roca,Haedo,"Agustín de Elía",-34.709977,-58.505918
Roca,Gutierrez,Zeballos,-34.810637,-58.259416
Roca,Gutierrez,Temperley,-34.775744,-58.396376
Roca,Gutierrez,"Santa Sofía",-34.825027,-58.213265
Roca,Gutierrez,"Rafael Calzada",-34.796627,-58.359383
Roca,Gutierrez,"José Mármol",-34.791912,-58.381152
Roca,Gutierrez,Gutiérrez,-34.833206,-58.188026
Roca,Gutierrez,"Florencio Varela",-34.811122,-58.274267
Roca,Gutierrez,"Dante Ardigó",-34.808388,-58.304829
Roca,Gutierrez,Claypole,-34.801134,-58.338448
Roca,Gutierrez,Bosques,-34.819567,-58.230164
Roca,Ezeiza,Turdera,-34.795053,-58.407878
Roca,Ezeiza,Temperley,-34.775924,-58.396357
Roca,Ezeiza,"Santillán y Kosteki",-34.661389,-58.376832
Roca,Ezeiza,"Remedios de Escalada",-34.727092,-58.393661
Roca,Ezeiza,"Monte Grande",-34.814433,-58.469698
Roca,Ezeiza,"Luis Guillón",-34.803217,-58.448550
Roca,Ezeiza,"Lomas de Zamora",-34.761031,-58.397312
Roca,Ezeiza,Llavallol,-34.797070,-58.429155
Roca,Ezeiza,Lanús,-34.707454,-58.390637
Roca,Ezeiza,"Hipólito Yrigoyen",-34.653642,-58.378887
Roca,Ezeiza,Gerli,-34.685728,-58.382637
Roca,Ezeiza,Ezeiza,-34.854084,-58.522815
Roca,Ezeiza,"El Jagüel",-34.833227,-58.496165
Roca,Ezeiza,Constitución,-34.630170,-58.380583
Roca,Ezeiza,Banfield,-34.743610,-58.395424
Roca,Chascomus,Temperley,-34.775924,-58.396357
Roca,Chascomus,Monasterio,-35.763743,-57.925060
Roca,Chascomus,Lezama,-35.873892,-57.895400
Roca,Chascomus,Jeppener,-35.277667,-58.198260
Roca,Chascomus,Gandara,-35.449787,-58.093731
Roca,Chascomus,Doomselar,-35.070175,-58.290624
Roca,Chascomus,Constitución,-34.630170,-58.380583
Roca,Chascomus,"Cnel Brandsen",-35.167737,-58.232014
Roca,Chascomus,Chascomus,-35.579084,-57.982386
Roca,Chascomus,Altamirano,-35.361169,-58.151208
Roca,Chascomus,"Alejandro Korn",-34.980409,-58.373814
Roca,Chascomus,Adela,-35.683905,-57.953978
Roca,"Cañuelas Esp","Vicente Casares",-34.962285,-58.648025
Roca,"Cañuelas Esp","Unión Ferroviaria",-34.870243,-58.543422
Roca,"Cañuelas Esp",Turdera,-34.795053,-58.407878
Roca,"Cañuelas Esp","Tristán Suárez",-34.889327,-58.567896
Roca,"Cañuelas Esp",Temperley,-34.775924,-58.396357
Roca,"Cañuelas Esp","Santillán y Kosteki",-34.661389,-58.376832
Roca,"Cañuelas Esp","Ricardo Levene",-35.021750,-58.723921
Roca,"Cañuelas Esp","Remedios de Escalada",-34.727092,-58.393661
Roca,"Cañuelas Esp","Monte Grande",-34.814433,-58.469698
Roca,"Cañuelas Esp","Máximo Paz",-34.936434,-58.620672
Roca,"Cañuelas Esp","Luis Guillón",-34.803217,-58.448550
Roca,"Cañuelas Esp","Lomas de Zamora",-34.761031,-58.397312
Roca,"Cañuelas Esp",Llavallol,-34.797070,-58.429155
Roca,"Cañuelas Esp",Lanús,-34.707454,-58.390637
Roca,"Cañuelas Esp","Hipólito Yrigoyen",-34.653642,-58.378887
Roca,"Cañuelas Esp",Gerli,-34.685728,-58.382637
Roca,"Cañuelas Esp",Ezeiza,-34.854084,-58.522815
Roca,"Cañuelas Esp","El Jagüel",-34.833227,-58.496165
Roca,"Cañuelas Esp",Constitución,-34.630170,-58.380583
Roca,"Cañuelas Esp","Carlos Spegazzini",-34.910030,-58.594423
Roca,"Cañuelas Esp",Cañuelas,-35.059355,-58.754329
Roca,"Cañuelas Esp",Banfield,-34.743610,-58.395424
Roca,"Cañuelas Esp","Apeadero Kloosterman",-34.986459,-58.689761
Roca,"Cañuelas Esp","Alejandro Petión",-34.977642,-58.674535
Roca,Cañuelas,"Vicente Casares",-34.962181,-58.647847
Roca,Cañuelas,"Unión Ferroviaria",-34.870119,-58.543263
Roca,Cañuelas,Turdera,-34.795031,-58.407661
Roca,Cañuelas,"Tristán Suárez",-34.889202,-58.567738
Roca,Cañuelas,Temperley,-34.775744,-58.396376
Roca,Cañuelas,"Ricardo Levene",-35.021617,-58.723773
Roca,Cañuelas,"Monte Grande",-34.814335,-58.469516
Roca,Cañuelas,"Máximo Paz",-34.936287,-58.620545
Roca,Cañuelas,"Luis Guillón",-34.803119,-58.448366
Roca,Cañuelas,Llavallol,-34.797055,-58.428937
Roca,Cañuelas,Ezeiza,-34.853837,-58.522495
Roca,Cañuelas,"El Jagüel",-34.833102,-58.496007
Roca,Cañuelas,"Carlos Spegazzini",-34.909906,-58.594264
Roca,Cañuelas,Cañuelas,-35.059225,-58.754177
Roca,Cañuelas,"Apeadero Kloosterman",-34.986355,-58.689582
Roca,Cañuelas,"Alejandro Petión",-34.977538,-58.674357
Roca,"Bosques (T)",Zeballos,-34.810831,-58.257466
Roca,"Bosques (T)",Temperley,-34.775924,-58.396357
Roca,"Bosques (T)","Santillán y Kosteki",-34.661389,-58.376832
Roca,"Bosques (T)","Remedios de Escalada",-34.727092,-58.393661
Roca,"Bosques (T)","Rafael Calzada",-34.796673,-58.359172
Roca,"Bosques (T)","Lomas de Zamora",-34.761031,-58.397312
Roca,"Bosques (T)",Lanús,-34.707454,-58.390637
Roca,"Bosques (T)","José Mármol",-34.791958,-58.380941
Roca,"Bosques (T)","Hipólito Yrigoyen",-34.653642,-58.378887
Roca,"Bosques (T)",Gerli,-34.685728,-58.382637
Roca,"Bosques (T)","Florencio Varela",-34.811144,-58.274923
Roca,"Bosques (T)","Dante Ardigó",-34.809255,-58.300812
Roca,"Bosques (T)",Constitución,-34.630170,-58.380583
Roca,"Bosques (T)",Claypole,-34.80118,-58.338236
